设备ID,有功功率,无功功率
1,0.557866667,0.5007
2,0.00038125,0.00023125
3,0.757525714,0.716314286
4,0.55713125,0.5127625
5,0.7985375,0.7104225
6,0.576368571,0.527042857
7,0.510432,0.481272
8,0.42907,0.3757
9,0.46234,0.40188
10,0.48786875,0.4516375
11,0.7981,0.7384625
12,0.5008025,0.46865
13,0.000166667,0.000106667
14,0.4664,0.433233333
15,0.49475625,0.436525
16,0.73296875,0.68530625
17,0.446825,0.4218
18,0.46835,0.4068125
19,0.0001,6.66667E-05
20,0.48392,0.4241
21,0.00032,0.000304
22,0.48703,0.42965
23,0.48238,0.44604
24,6.875E-05,0.00005625
1,0.471233333,0.4256
2,0.000125,0.0000875
3,0.771862857,0.679737143
4,0.48859375,0.44260625
5,0.66701,0.57041
6,0.748694286,0.709545714
7,0.476464,0.428144
8,0.4832,0.43826
9,0.5313,0.50026
10,0.5253125,0.47203125
11,0.597,0.5345625
12,0.49192,0.441305
13,7.66667E-05,2.66667E-05
14,0.457033333,0.414233333
15,0.41189375,0.37315
16,0.7564875,0.6668
17,0.4947625,0.42520625
18,0.5254,0.4603375
19,0.000566667,0.000533333
20,0.51254,0.47678
21,0.00044,0.000352
22,0.53071,0.47425
23,0.42108,0.39592
24,0.0007,0.00056875
1,0.477166667,0.4335
2,0.000525,0.000425
3,0.585908571,0.544074286
4,0.4487125,0.39575625
5,0.579865,0.516245
6,0.684574286,0.63244
7,0.474208,0.424024
8,0.5262,0.49272
9,0.45818,0.43406
10,0.5050375,0.42999375
11,0.704,0.6209875
12,0.5019925,0.461965
13,0.000613333,0.00034
14,0.518666667,0.450066667
15,0.46286875,0.40476875
16,0.78970625,0.6834875
17,0.41495,0.3824625
18,0.54765,0.4709375
19,0.000966667,0.0007
20,0.48892,0.46062
21,0.00084,0.000704
22,0.5404,0.50639
23,0.50802,0.46462
24,0.000575,0.0003875
1,0.519666667,0.444666667
2,0.00011875,0.00010625
3,0.711162857,0.655502857
4,0.5552125,0.48178125
5,0.6974575,0.63923
6,0.702077143,0.616482857
7,0.423168,0.394936
8,0.4503,0.42013
9,0.51916,0.46542
10,0.48805625,0.42551875
11,0.8130625,0.746825
12,0.523315,0.4857075
13,0.00019,0.00014
14,0.4392,0.377233333
15,0.55671875,0.5195875
16,0.8036,0.7187375
17,0.4457,0.3879625
18,0.465875,0.437875
19,0.0008,0.000666667
20,0.4864,0.43972
21,7.2E-05,7.2E-05
22,0.50991,0.43458
23,0.53782,0.50908
24,0.00050625,0.00029375
1,0.559633333,0.511933333
2,0.00096875,0.00054375
3,0.726771429,0.623968571
4,0.54944375,0.4963125
5,0.6606675,0.6162475
6,0.573945714,0.539374286
7,0.466824,0.421952
8,0.49389,0.45541
9,0.5286,0.4954
10,0.46426875,0.4025125
11,0.76285,0.6552375
12,0.4719575,0.4275775
13,0.00073,0.000523333
14,0.466233333,0.400566667
15,0.5049875,0.4710875
16,0.7691,0.66791875
17,0.50568125,0.43734375
18,0.4202,0.3763375
19,0.0007,0.000533333
20,0.51878,0.4865
21,0.000376,0.000312
22,0.53954,0.46484
23,0.47594,0.44188
24,0.0006875,0.00055
1,0.474033333,0.4406
2,0.0002125,0.00013125
4,0.4966375,0.424125
7,0.410528,0.356584
8,0.52749,0.46807
9,0.48778,0.42626
10,0.5280875,0.45818125
12,0.4393775,0.385765
13,0.000256667,0.000176667
14,0.553333333,0.471933333
15,0.439975,0.4148875
17,0.48403125,0.428075
18,0.558475,0.482975
19,0.0002,0.000133333
20,0.50462,0.4763
21,0.000336,0.000216
22,0.54031,0.46504
23,0.4697,0.44244
24,0.00095,0.0008875
1,0.459633333,0.4204
2,0.0005,0.00028125
4,0.50093125,0.4647125
7,0.417312,0.385272
8,0.45793,0.39522
9,0.50414,0.47468
10,0.43553125,0.396525
12,0.47566,0.4245125
13,0.00042,0.00015
14,0.5639,0.5049
15,0.5414125,0.5010875
17,0.53145,0.45958125
18,0.4487625,0.41965
19,0.000333333,0.000266667
20,0.4729,0.42796
21,0.000256,0.00016
22,0.53949,0.48943
23,0.53812,0.49376
24,0.00075,0.00041875
1,0.522,0.494733333
2,0.000025,0.0000125
4,0.49505,0.45106875
7,0.415592,0.38152
8,0.50664,0.47797
9,0.51382,0.4584
10,0.412925,0.3693625
12,0.44391,0.38373
13,0.000313333,0.000203333
14,0.464,0.3969
15,0.48905625,0.4594875
17,0.45845625,0.41546875
18,0.4707875,0.400775
19,0.000466667,0.0003
20,0.55298,0.51092
21,7.2E-05,0.000048
22,0.51761,0.47337
23,0.53096,0.46404
24,0.0002375,0.00016875
1,0.542733333,0.463666667
2,0.0009375,0.0006125
4,0.44559375,0.417175
7,0.44276,0.379616
8,0.42465,0.38028
9,0.53278,0.45464
10,0.53695,0.473725
12,0.4558925,0.4243425
13,0.000156667,6.33333E-05
14,0.5455,0.493166667
15,0.41156875,0.35975
17,0.484575,0.41481875
18,0.549675,0.4935875
19,0.0007,0.000433333
20,0.44362,0.38388
21,0.000504,0.00044
22,0.4146,0.37155
23,0.42542,0.39474
24,0.00023125,0.0002
1,0.5328,0.4938
2,0.0001125,0.00008125
4,0.44165,0.40118125
7,0.537536,0.474704
8,0.4807,0.43157
9,0.43698,0.3934
10,0.45040625,0.392175
12,0.49877,0.461205
13,0.00069,0.00033
14,0.496,0.469233333
15,0.4897875,0.4429125
17,0.54153125,0.485275
18,0.4611375,0.4132125
19,0.0005,0.000466667
20,0.56664,0.51124
21,0.000168,0.000096
22,0.42787,0.3745
23,0.53222,0.46836
24,0.00051875,0.00035
1,0.575566667,0.538166667
2,0.00079375,0.00048125
4,0.529625,0.45908125
7,0.470208,0.428616
8,0.44867,0.41619
9,0.47386,0.40914
10,0.5241625,0.4484875
12,0.481615,0.4561725
13,0.00009,4.66667E-05
14,0.468033333,0.438033333
15,0.524725,0.4799
17,0.53075,0.47693125
18,0.4207125,0.358225
19,0.000133333,0.0001
20,0.52422,0.45654
21,0.000728,0.000624
22,0.5146,0.46673
23,0.45678,0.40224
24,0.00016875,0.000125
1,0.518533333,0.464066667
2,0.00094375,0.00085625
4,0.46375625,0.4397125
7,0.49304,0.454
8,0.44634,0.39746
9,0.47994,0.4384
10,0.50298125,0.43838125
12,0.4681525,0.4324275
13,0.00036,0.000236667
14,0.535433333,0.473866667
15,0.41431875,0.37164375
17,0.46831875,0.40319375
18,0.509625,0.4631375
19,0.000233333,0.0002
20,0.45568,0.39366
21,7.2E-05,0.000064
22,0.52039,0.46326
23,0.49444,0.4287
24,0.00001875,0.00001875
1,0.5479,0.4964
2,0.00025625,0.00024375
4,0.4377875,0.39359375
7,0.454064,0.41916
8,0.53103,0.50391
9,0.43628,0.38208
10,0.47316875,0.44350625
12,0.4989225,0.4471075
13,0.000143333,0.00008
14,0.536366667,0.487433333
15,0.53741875,0.504875
17,0.40684375,0.3757125
18,0.558475,0.5268125
19,0,0
20,0.52518,0.4947
21,0.00056,0.000408
22,0.49525,0.42609
23,0.44008,0.41472
24,0.0001875,0.00015625
1,0.492033333,0.451333333
2,0.0001125,0.00008125
4,0.4648125,0.42353125
7,0.451856,0.391224
8,0.49187,0.41934
9,0.5119,0.46988
10,0.4594375,0.42398125
12,0.4488975,0.40138
13,0.00063,0.00045
14,0.472866667,0.4334
15,0.46765,0.43981875
17,0.45065625,0.4143375
18,0.5498,0.4947125
19,0.0008,0.0005
20,0.50558,0.45966
21,0.000272,0.0002
22,0.41404,0.37676
23,0.54746,0.47538
24,0.00068125,0.00063125
1,0.4762,0.407366667
2,0.0004,0.00035
4,0.53246875,0.46329375
7,0.461176,0.405016
8,0.41194,0.35309
9,0.5015,0.42746
10,0.53216875,0.4954125
12,0.45509,0.4034425
13,0.000366667,0.0002
14,0.578666667,0.544866667
15,0.46643125,0.431425
17,0.54983125,0.5187125
18,0.454875,0.4224125
19,0.0002,0.0002
20,0.45336,0.4076
21,0.000768,0.000464
22,0.48212,0.41331
23,0.5288,0.49822
24,0.0006875,0.00043125
1,0.5008,0.464166667
2,0.00055,0.00046875
4,0.42715,0.39191875
7,0.479192,0.44096
8,0.51972,0.4916
9,0.56132,0.51668
10,0.4590375,0.392925
12,0.51176,0.480005
13,0.00004,0.00002
14,0.5761,0.544
15,0.45941875,0.40785
17,0.45131875,0.38500625
18,0.473425,0.4163625
19,0.0009,0.000833333
20,0.4399,0.38056
21,0.000048,0.000032
22,0.47898,0.41648
23,0.4283,0.39188
24,0.000175,0.00014375
1,0.5091,0.4643
2,0.0002375,0.0001875
4,0.55684375,0.5162375
7,0.468008,0.418256
8,0.44506,0.4149
9,0.52724,0.44996
10,0.489675,0.45986875
12,0.5317175,0.4704875
13,0.000546667,0.000193333
14,0.5333,0.478133333
15,0.44761875,0.386075
17,0.54890625,0.51305
18,0.534525,0.472525
19,0.000766667,0.000633333
20,0.49642,0.42318
21,0.000152,0.000128
22,0.48671,0.41427
23,0.4302,0.3808
24,0.00045625,0.0003125
1,0.485633333,0.427633333
2,0.000875,0.00055
4,0.45841875,0.40429375
7,0.393408,0.372968
8,0.3976,0.37046
9,0.47952,0.41244
10,0.42619375,0.37958125
12,0.40437,0.363435
13,0.00038,0.000193333
14,0.428066667,0.373533333
15,0.48379375,0.4332
17,0.37725625,0.3298875
18,0.5033875,0.4532625
19,0.0003,0.0002
20,0.42422,0.36318
21,0.000576,0.000512
22,0.38425,0.35602
23,0.50942,0.44284
24,0.00086875,0.0006
1,0.499666667,0.445633333
2,0.000375,0.00035625
4,0.4187625,0.3872875
7,0.438816,0.41564
8,0.40622,0.38067
9,0.41626,0.35574
10,0.413725,0.3673375
12,0.4764175,0.44168
13,0.000886667,0.000393333
14,0.425366667,0.395033333
15,0.42015,0.38043125
17,0.4842375,0.4235625
18,0.471075,0.4218
19,0,0
20,0.45928,0.42928
21,0.000496,0.000336
22,0.43412,0.38205
23,0.4582,0.41772
24,0.00075625,0.00041875
1,0.4834,0.4292
2,0.00078125,0.00066875
4,0.463975,0.42745625
7,0.502208,0.43548
8,0.44028,0.40493
9,0.51302,0.47116
10,0.38606875,0.34368125
12,0.4523025,0.4005875
13,0.000856667,0.000416667
14,0.440233333,0.3749
15,0.42194375,0.3914375
17,0.4626625,0.43735
18,0.4919375,0.4482625
19,0.000133333,0.0001
20,0.45198,0.38798
21,0.000888,0.000568
22,0.50016,0.43422
23,0.44584,0.42014
24,0.00094375,0.0005625
1,0.487633333,0.415733333
2,0.0000125,0.0000125
4,0.4771875,0.448
7,0.413808,0.356
8,0.50849,0.46238
9,0.45818,0.40802
10,0.4068375,0.37878125
12,0.446625,0.4156175
13,0.000953333,0.000563333
14,0.394566667,0.352533333
15,0.49570625,0.42991875
17,0.48150625,0.423975
18,0.4994875,0.449775
19,0.000533333,0.000466667
20,0.4975,0.4555
21,0.000056,0.00004
22,0.45369,0.40017
23,0.5041,0.471
24,0.00026875,0.0002
1,0.5019,0.444766667
2,0.0002375,0.000175
4,0.49315625,0.4425875
7,0.459856,0.393656
8,0.47304,0.41354
9,0.4992,0.44384
10,0.390425,0.3362375
12,0.4844025,0.413195
13,0.00059,0.000213333
14,0.4588,0.4092
15,0.45154375,0.4242125
17,0.3883625,0.350775
18,0.4753875,0.434275
19,0.000633333,0.0004
20,0.46854,0.41788
21,0.000032,0.000024
22,0.49435,0.45594
23,0.45268,0.42574
24,0.00096875,0.00078125
1,0.472,0.443433333
2,0.0005,0.00045625
4,0.43249375,0.3848625
7,0.472536,0.40868
8,0.48542,0.45285
9,0.3919,0.35188
10,0.44841875,0.41181875
12,0.4411125,0.4077025
13,0.000146667,6E-05
14,0.470966667,0.4193
15,0.4002125,0.3733625
17,0.4079625,0.3751125
18,0.433325,0.3857125
19,0.000766667,0.000633333
20,0.51294,0.44362
21,0.000296,0.000216
22,0.48621,0.45846
23,0.46026,0.41974
24,0.0003375,0.00025625
1,0.508733333,0.438233333
2,0.00090625,0.00053125
4,0.389225,0.35165625
7,0.405944,0.372864
8,0.45984,0.40497
9,0.41806,0.37402
10,0.41316875,0.36854375
12,0.38781,0.3360825
13,1.66667E-05,0.00001
14,0.438166667,0.410866667
15,0.4811625,0.43893125
17,0.4191875,0.36889375
18,0.4547375,0.42775
19,0.0008,0.000633333
20,0.4862,0.45004
21,0.000616,0.000544
22,0.42798,0.40027
23,0.44924,0.40984
24,0.00080625,0.00068125
1,0.495233333,0.464166667
2,0.0007375,0.00060625
4,0.46464375,0.41836875
7,0.386,0.350296
8,0.44473,0.40261
9,0.49542,0.42472
10,0.50304375,0.4705
12,0.4368475,0.41046
13,0.000406667,0.0003
14,0.447333333,0.4222
15,0.39156875,0.34035625
17,0.39110625,0.3469625
18,0.452375,0.406975
19,0.000233333,0.000166667
20,0.40528,0.34494
21,0.00088,0.000672
22,0.4839,0.41142
23,0.3884,0.3663
24,0.00040625,0.000275
1,0.495733333,0.4655
2,0.0002375,0.00020625
4,0.373975,0.34663125
7,0.402048,0.351056
8,0.42307,0.37986
9,0.485,0.41688
10,0.42891875,0.36536875
12,0.483095,0.4402475
13,0.000833333,0.000393333
14,0.461833333,0.4213
15,0.490025,0.46159375
17,0.43173125,0.3970875
18,0.5006875,0.450575
19,0.000666667,0.000633333
20,0.47296,0.42518
21,0.0006,0.000472
22,0.45245,0.40791
23,0.43302,0.38574
24,0.00058125,0.00039375
1,0.4859,0.418533333
2,0.00005625,0.00005
4,0.38441875,0.35711875
7,0.405664,0.353968
8,0.46539,0.43673
9,0.4532,0.38874
10,0.42488125,0.4025625
12,0.4604475,0.4280825
13,0.00094,0.000493333
14,0.5106,0.484733333
15,0.42608125,0.403125
17,0.50436875,0.440725
18,0.389,0.3672375
19,0.000933333,0.000866667
20,0.4657,0.4153
21,0.000144,0.000104
22,0.42674,0.36348
23,0.46524,0.41286
24,0.00061875,0.0004875
1,0.4002,0.357
2,0.0008875,0.0005125
4,0.389925,0.36949375
7,0.413384,0.355848
8,0.47643,0.45199
9,0.47438,0.41648
10,0.37409375,0.3350375
12,0.4975125,0.457625
13,0.000566667,0.000376667
14,0.4605,0.403866667
15,0.4667625,0.42136875
17,0.4406875,0.4097625
18,0.483875,0.45785
19,0.0003,0.0002
20,0.44638,0.39528
21,0.000808,0.00072
22,0.46409,0.39802
23,0.38778,0.33052
24,0.0000125,0.0000125
1,0.471933333,0.4021
2,0.000525,0.00040625
4,0.38571875,0.3289375
7,0.460736,0.427664
8,0.42925,0.36848
9,0.39174,0.36532
10,0.5000375,0.45426875
12,0.4878775,0.4437
13,0.000143333,1E-04
14,0.5001,0.4677
15,0.44689375,0.40431875
17,0.4411625,0.38155625
18,0.4060125,0.356575
19,0.000733333,0.000466667
20,0.39576,0.35384
21,0.000576,0.000432
22,0.48615,0.45865
23,0.49586,0.4702
24,0.00096875,0.00064375
1,0.476333333,0.448766667
2,0.0005625,0.0004125
4,0.4305375,0.36783125
7,0.505088,0.448048
8,0.47245,0.43777
9,0.51122,0.47854
10,0.45543125,0.430475
12,0.4026075,0.3737625
13,0.000913333,0.000593333
14,0.467066667,0.404566667
15,0.42915,0.401025
17,0.504575,0.46589375
18,0.48685,0.428375
19,0.000833333,0.0006
20,0.40646,0.34614
21,0.000792,0.0006
22,0.49383,0.43234
23,0.43792,0.41058
24,0.0004625,0.0004375
1,0.427433333,0.365966667
2,0.0006125,0.00038125
4,0.51445625,0.4602625
7,0.406648,0.376712
8,0.4284,0.38293
9,0.44578,0.41898
10,0.50090625,0.45774375
12,0.4882425,0.4559225
13,4.33333E-05,3.33333E-05
14,0.505033333,0.463733333
15,0.54758125,0.5112125
17,0.46843125,0.44308125
18,0.509425,0.4517125
19,0.0003,0.000166667
20,0.41548,0.3533
21,0.000984,0.000736
22,0.45181,0.42211
23,0.53566,0.4686
24,0.00044375,0.000275
1,0.486633333,0.413733333
2,0.00048125,0.00038125
4,0.41574375,0.36883125
7,0.411136,0.387712
8,0.53764,0.49396
9,0.47696,0.41798
10,0.4774625,0.45038125
12,0.4335975,0.3852975
13,0.000436667,0.000263333
14,0.5243,0.465866667
15,0.4614625,0.42881875
17,0.518825,0.48553125
18,0.407,0.3605
19,6.66667E-05,3.33333E-05
20,0.41926,0.37158
21,0.000816,0.000448
22,0.45433,0.41697
23,0.54566,0.4938
24,0.0004375,0.00039375
1,0.5543,0.5042
2,0.00075625,0.00066875
4,0.47895,0.43805625
7,0.435232,0.396432
8,0.47906,0.41494
9,0.55276,0.49084
10,0.54076875,0.49185
12,0.4589375,0.3935075
13,0.000883333,0.000506667
14,0.456666667,0.3905
15,0.49775,0.46763125
17,0.539625,0.4899125
18,0.4780875,0.446075
19,0.0002,0.000166667
20,0.55282,0.48556
21,0.000376,0.000344
22,0.54996,0.47458
23,0.41266,0.35748
24,0.00009375,0.00008125
1,0.5292,0.488866667
2,0.0008875,0.0007375
4,0.512375,0.48145625
7,0.434896,0.378912
8,0.51319,0.44855
9,0.44396,0.40584
10,0.4048,0.36424375
12,0.4130225,0.3682275
13,0.00027,0.000166667
14,0.4417,0.4019
15,0.432325,0.395525
17,0.43963125,0.40648125
18,0.500275,0.4286125
19,0.000533333,0.0004
20,0.52784,0.47786
21,0.0002,0.000136
22,0.4119,0.38743
23,0.54916,0.50164
24,0.000425,0.0002625
1,0.4364,0.372833333
2,0.00035625,0.00028125
4,0.436175,0.39790625
7,0.434376,0.39712
8,0.50276,0.4638
9,0.43422,0.4029
10,0.47160625,0.41889375
12,0.487185,0.459265
13,0.000716667,0.000533333
14,0.4761,0.435933333
15,0.54459375,0.5034875
17,0.48218125,0.4215125
18,0.50975,0.4709875
19,0.0002,0.000166667
20,0.46944,0.43182
21,0.000824,0.000712
22,0.41451,0.35842
23,0.54632,0.48478
24,0.0009375,0.00053125
1,0.5317,0.470966667
2,0.000475,0.0003375
4,0.40939375,0.35983125
7,0.508248,0.442088
8,0.44528,0.38594
9,0.44166,0.4167
10,0.52671875,0.46214375
12,0.409375,0.361455
13,0.000876667,0.000633333
14,0.479166667,0.409766667
15,0.523375,0.44955
17,0.49940625,0.44144375
18,0.4440625,0.38585
19,0.0008,0.000466667
20,0.4272,0.36524
21,0.000288,0.000176
22,0.49104,0.41998
23,0.44358,0.3787
24,0.000275,0.0002
1,0.5422,0.463
2,6.875E-05,0.0000625
4,0.51141875,0.46551875
7,0.520848,0.494112
8,0.48675,0.42599
9,0.48574,0.41914
10,0.44130625,0.41095
12,0.4293475,0.3902225
13,0.000133333,5.66667E-05
14,0.4219,0.392433333
15,0.457425,0.41391875
17,0.4355375,0.38919375
18,0.5307875,0.4610625
19,0.000733333,0.000666667
20,0.48054,0.45102
21,0.000672,0.000456
22,0.4724,0.43091
23,0.45492,0.42186
24,0.00013125,0.00008125
1,0.535566667,0.4724
2,0.00060625,0.00050625
4,0.4891875,0.423975
7,0.473632,0.403512
8,0.43442,0.40564
9,0.44366,0.39662
10,0.4573625,0.405225
12,0.4142275,0.362745
13,7.66667E-05,3.33333E-05
14,0.495033333,0.4436
15,0.5341375,0.50374375
17,0.5075125,0.47420625
18,0.5406125,0.4869375
19,0.000733333,0.0004
20,0.53238,0.46244
21,0.00064,0.000568
22,0.47956,0.42471
23,0.41136,0.35974
24,0.00048125,0.00026875
1,0.471933333,0.4211
2,0.0005,0.00030625
4,0.50500625,0.46191875
7,0.402608,0.37044
8,0.50256,0.47077
9,0.454,0.43052
10,0.53910625,0.47433125
12,0.5133875,0.4826875
13,0.00046,0.000263333
14,0.497833333,0.4427
15,0.4779875,0.446275
17,0.43383125,0.378025
18,0.5017,0.4704625
19,0.000266667,0.000133333
20,0.4321,0.3801
21,0.000008,0.000008
22,0.46121,0.40555
23,0.52204,0.44968
24,0.0008625,0.00076875
1,0.435166667,0.402333333
2,0.00059375,0.000425
4,0.47985625,0.42669375
7,0.46808,0.423152
8,0.43712,0.38758
9,0.43262,0.39944
10,0.51640625,0.45584375
12,0.5009475,0.4454175
13,0.000826667,0.000433333
14,0.427333333,0.389866667
15,0.419125,0.36913125
17,0.49534375,0.430475
18,0.5182625,0.4739
19,0.000866667,0.0008
20,0.4666,0.39804
21,0.00048,0.000448
22,0.52524,0.46315
23,0.40872,0.3576
24,0.0001375,0.0001125
1,0.476433333,0.413133333
2,0.00071875,0.00049375
4,0.48545625,0.42396875
7,0.468952,0.432216
8,0.48445,0.4195
9,0.43092,0.37948
10,0.42011875,0.39654375
12,0.448275,0.4012575
13,6E-05,2.66667E-05
14,0.479866667,0.4297
15,0.51464375,0.47
17,0.5290375,0.4937
18,0.5436875,0.4634375
19,0.000866667,0.000566667
20,0.42724,0.37698
21,0.000232,0.000168
22,0.54731,0.49359
23,0.41652,0.37378
24,0.00081875,0.00046875
1,0.492133333,0.440233333
2,0.00054375,0.00038125
4,0.4289875,0.3989625
7,0.507248,0.46116
8,0.5286,0.48955
9,0.5568,0.47826
10,0.54531875,0.4893125
12,0.4223425,0.36752
13,0.25042,0.11798
14,0.4637,0.436533333
15,0.48120625,0.42206875
17,0.45764375,0.396175
18,0.5574125,0.5249875
19,0.000933333,0.0007
20,0.47556,0.43066
21,0.000232,0.000208
22,0.43013,0.37727
23,0.54564,0.468
24,0.00045,0.00029375
1,0.433333333,0.396733333
2,0.00014375,0.0001
4,0.53048125,0.4653
7,0.432456,0.383048
8,0.43579,0.37618
9,0.52012,0.4682
10,0.4669375,0.41118125
12,0.5191575,0.4591875
13,0.259506667,0.159406667
14,0.4941,0.442666667
15,0.51926875,0.47214375
17,0.41098125,0.38769375
18,0.4212875,0.3617375
19,0.000333333,0.000233333
20,0.53218,0.45724
21,7.2E-05,0.000056
22,0.44665,0.41689
23,0.49178,0.45052
24,0.00024375,0.00015625
1,0.541533333,0.462933333
2,0.000525,0.00035
4,0.55431875,0.522675
7,0.454928,0.422736
8,0.55217,0.5024
9,0.42646,0.39388
10,0.5129375,0.476625
12,0.4183575,0.366785
13,0.268256667,0.104986667
14,0.466266667,0.3994
15,0.5049875,0.4321875
17,0.52405,0.4700875
18,0.4575125,0.4309625
19,0.000533333,0.000433333
20,0.50548,0.44968
21,0.000824,0.000688
22,0.54035,0.48603
23,0.4826,0.41722
24,0.0009375,0.00058125
1,0.509866667,0.474666667
2,0.00068125,0.0006125
4,0.53948125,0.47240625
7,0.486696,0.4382
8,0.48909,0.43085
9,0.42636,0.36462
10,0.45070625,0.406775
12,0.44843,0.4086525
13,0.236443333,0.099113333
14,0.511066667,0.483933333
15,0.44835625,0.40423125
17,0.49389375,0.45541875
18,0.49055,0.4251375
19,0.000533333,0.000433333
20,0.51256,0.45146
21,0.000424,0.000256
22,0.48934,0.45062
23,0.41656,0.39076
24,0.000925,0.00081875
1,0.456333333,0.430933333
2,0.000975,0.0008125
4,0.41613125,0.378275
7,0.530592,0.457848
8,0.53492,0.45578
9,0.46302,0.41978
10,0.4865,0.43150625
12,0.4909825,0.45566
13,0.262133333,0.154066667
14,0.4164,0.3903
15,0.55180625,0.49685
17,0.45373125,0.40760625
18,0.49375,0.4559375
19,0.000233333,0.000166667
20,0.48224,0.44398
21,0.000096,0.000088
22,0.50826,0.44382
23,0.49296,0.46314
24,0.00079375,0.0006375
1,0.548333333,0.4718
2,0.00025,0.00015625
4,0.454425,0.41015625
7,0.4754,0.437088
8,0.50543,0.47361
9,0.56012,0.50516
10,0.49040625,0.43995625
12,0.51998,0.46248
13,0.20828,0.136343333
14,0.4613,0.409433333
15,0.4631375,0.43295625
17,0.522625,0.48805
18,0.409325,0.3522125
19,0.000933333,0.000733333
20,0.49948,0.46558
21,0.000856,0.000784
22,0.45128,0.42801
23,0.4122,0.36102
24,0.0006375,0.00058125
1,0.458066667,0.3916
2,0.0006625,0.00038125
4,0.4649,0.41171875
7,0.503208,0.463952
8,0.48719,0.41671
9,0.48466,0.42052
10,0.41588125,0.3598125
12,0.5188725,0.442375
13,0.297846667,0.21179
14,0.467966667,0.431433333
15,0.4617875,0.40846875
17,0.4209375,0.36819375
18,0.4186,0.3972375
19,0.000466667,0.000433333
20,0.4361,0.4098
21,0.000328,0.000256
22,0.43885,0.38314
23,0.4815,0.42876
24,0.00013125,0.00009375
1,0.492033333,0.438466667
2,0.00005,0.00004375
4,0.45211875,0.42111875
7,0.54072,0.498632
8,0.46913,0.44444
9,0.4978,0.46768
10,0.4162875,0.36074375
12,0.427135,0.37756
13,0.27049,0.159596667
14,0.5404,0.499533333
15,0.495375,0.42285625
17,0.51955,0.4888375
18,0.4619875,0.4195375
19,0.000666667,0.000466667
20,0.41952,0.3894
21,0.000744,0.00056
22,0.40811,0.3767
23,0.43094,0.36806
24,0.00083125,0.00056875
1,0.5195,0.473866667
2,0.00065,0.00049375
4,0.42528125,0.37434375
7,0.536608,0.479792
8,0.42916,0.38751
9,0.53144,0.4696
10,0.54920625,0.483475
12,0.506095,0.4492675
13,0.247033333,0.1579
14,0.443333333,0.379433333
15,0.4127,0.36749375
17,0.53054375,0.45451875
18,0.4538875,0.3925
19,0.000633333,0.0004
20,0.4821,0.42182
21,0.000024,0.000016
22,0.4534,0.41549
23,0.51826,0.48968
24,0.00091875,0.0005375
1,0.440266667,0.3804
2,0.000125,0.00008125
4,0.46506875,0.42206875
7,0.457136,0.412368
8,0.55,0.50343
9,0.5303,0.47894
10,0.49975625,0.460225
12,0.441805,0.41565
13,0.216786667,0.129726667
14,0.4224,0.360866667
15,0.54465,0.50893125
17,0.52316875,0.494
18,0.498975,0.462525
19,0.0009,0.000733333
20,0.51344,0.4644
21,0.0002,0.000184
22,0.5288,0.47655
23,0.43508,0.39416
24,0.000675,0.00045625
1,0.5572,0.5082
2,0.0009875,0.00075625
4,0.45205,0.4106125
7,0.456144,0.40316
8,0.49559,0.42735
9,0.47844,0.41864
10,0.491375,0.44754375
12,0.47453,0.43295
13,0.247283333,0.148236667
14,0.492633333,0.4319
15,0.46359375,0.43515
17,0.42446875,0.3979875
18,0.5419375,0.4996875
19,0.000566667,0.000433333
20,0.45714,0.42094
21,0.000168,0.000104
22,0.47893,0.43356
23,0.51972,0.4783
24,0.0008625,0.0006
1,0.492266667,0.431
2,0.00021875,0.000175
4,0.4144125,0.3841625
7,0.530696,0.472216
8,0.536,0.50598
9,0.47724,0.4126
10,0.501525,0.4426375
12,0.4948525,0.4444675
13,0.21609,0.11815
14,0.415466667,0.3644
15,0.52110625,0.4432375
17,0.45475625,0.38958125
18,0.4307375,0.3811
19,0.000333333,0.000233333
20,0.54418,0.50142
21,0.000368,0.000264
22,0.47406,0.4173
23,0.45914,0.40374
24,0.0006375,0.00054375
1,0.5901,0.521733333
2,0.000175,0.00011875
4,0.46595625,0.42741875
7,0.610424,0.518976
8,0.45186,0.39662
9,0.59256,0.518
10,0.52373125,0.4776625
12,0.53683,0.4920975
13,0.280033333,0.151683333
14,0.4617,0.415033333
15,0.5966125,0.5238125
17,0.58165,0.49444375
18,0.5363,0.4739375
19,0.000533333,0.000333333
20,0.54174,0.47888
21,0.000752,0.000544
22,0.56183,0.47996
23,0.55912,0.47858
24,0.0006875,0.00046875
1,0.455133333,0.388166667
2,0.0008875,0.00070625
4,0.55088125,0.47269375
7,0.563704,0.530328
8,0.46812,0.40243
9,0.48336,0.44154
10,0.53565,0.4746125
12,0.4496325,0.40344
13,0.228593333,0.086503333
14,0.5796,0.506933333
15,0.58025625,0.5403
17,0.529975,0.465825
18,0.53345,0.5020125
19,0.000433333,0.000233333
20,0.46566,0.44102
21,0.000824,0.000544
22,0.49758,0.44947
23,0.46988,0.42796
24,0.000325,0.0002875
1,0.558033333,0.492366667
2,0.000575,0.0003625
4,0.44540625,0.39439375
7,0.59396,0.52444
8,0.50787,0.43364
9,0.5978,0.54992
10,0.59943125,0.54076875
12,0.4931675,0.4632525
13,0.215143333,0.10092
14,0.5838,0.518733333
15,0.46628125,0.42441875
17,0.5153875,0.44621875
18,0.4744125,0.442775
19,0.0006,0.000333333
